"","teams","opp","date","opener.odds","opener.juice","pinn.odds","pinn.juice","opener","totals","totalsjuice"
"1132","Atlanta","Carolina",2012-09-30,-6,-110,-7,102,50,48,-102
"1133","Seattle","Los Angeles",2012-09-30,-1.5,-110,-2,-110,40.5,39.5,-101
"1134","Los Angeles","Seattle",2012-09-30,1.5,-110,2,102,40.5,39.5,-109
"1135","San Francisco","N.Y. Jets",2012-09-30,1,-110,-3.5,-105,40.5,40.5,-112
"1136","N.Y. Jets","San Francisco",2012-09-30,-1,-110,3.5,-103,40.5,40.5,102
"1137","Miami","Arizona",2012-09-30,4.5,-115,4,-102,41,38.5,-107
"1138","Arizona","Miami",2012-09-30,-4.5,-105,-4,-106,41,38.5,-103
"1139","Oakland","Denver",2012-09-30,5.5,-110,6.5,-101,47.5,47,-107
"1140","Denver","Oakland",2012-09-30,-5.5,-110,-6.5,-107,47.5,47,-103
"1141","Cincinnati","Jacksonville",2012-09-30,-1,-115,1,105,43,45.5,-110
"1142","Jacksonville","Cincinnati",2012-09-30,1,-105,-1,-114,43,45.5,100
"1143","New Orleans","Green Bay",2012-09-30,5,-110,7.5,-110,54,54,-102
"1144","Green Bay","New Orleans",2012-09-30,-5,-110,-7.5,102,54,54,-108
"1145","Washington","Tampa Bay",2012-09-30,2,-105,1.5,111,49,44.5,-108
"1146","Tampa Bay","Washington",2012-09-30,-2,-115,-1.5,-120,49,44.5,-102
"1147","N.Y. Giants","Philadelphia",2012-09-30,3.5,-105,1.5,-102,47,46,-103
"1148","Philadelphia","N.Y. Giants",2012-09-30,-3.5,-115,-1.5,-106,47,46,-107
"1149","Chicago","Dallas",2012-10-01,3,-110,3,-101,45,41,-102
"1150","Dallas","Chicago",2012-10-01,-3,-110,-3,-107,45,41,-108
"1151","Arizona","Los Angeles",2012-10-04,-2.5,-110,-1,-105,38.5,37.5,-103
"1152","Los Angeles","Arizona",2012-10-04,2.5,-110,1,-103,38.5,37.5,-107
"1153","Atlanta","Washington",2012-10-07,-3,-110,-3,-105,50,50.5,-108
"1154","Washington","Atlanta",2012-10-07,3,-110,3,-103,50,50.5,-102
"1155","Philadelphia","Pittsburgh",2012-10-07,0,-110,4,-102,44.5,44,-108
"1156","Pittsburgh","Philadelphia",2012-10-07,0,-110,-4,-106,44.5,44,-102
"1157","Green Bay","Indianapolis",2012-10-07,-7.5,-110,-6.5,-105,47.5,49.5,-105
"1158","Indianapolis","Green Bay",2012-10-07,7.5,-110,6.5,-103,47.5,49.5,-105
"1159","Cleveland","N.Y. Giants",2012-10-07,13,-115,7.5,101,44,44,-102
"1160","N.Y. Giants","Cleveland",2012-10-07,-13,-105,-7.5,-109,44,44,-108
"1161","Miami","Cincinnati",2012-10-07,4,-110,3,-108,43.5,45,-103
"1162","Cincinnati","Miami",2012-10-07,-4,-110,-3,100,43.5,45,-107
"1163","Baltimore","Kansas City",2012-10-07,-7,-105,-6,-105,45.5,46.5,-101
"1164","Kansas City","Baltimore",2012-10-07,7,-115,6,-103,45.5,46.5,-109
"1165","Seattle","Carolina",2012-10-07,2,-110,1,104,44,42.5,-105
"1166","Carolina","Seattle",2012-10-07,-2,-110,-1,-113,44,42.5,-105
"1167","Chicago","Jacksonville",2012-10-07,-3,-125,-6,-101,40.5,38.5,-103
"1168","Jacksonville","Chicago",2012-10-07,3,105,6,-107,40.5,38.5,-107
"1169","Tennessee","Minnesota",2012-10-07,5.5,-110,6,-105,45,44,-102
"1170","Minnesota","Tennessee",2012-10-07,-5.5,-110,-6,-103,45,44,-108
"1171","Denver","New England",2012-10-07,7,-110,6,102,51.5,50.5,-108
"1172","New England","Denver",2012-10-07,-7,-110,-6,-110,51.5,50.5,-102
"1173","Buffalo","San Francisco",2012-10-07,8,-110,10,-106,44.5,45.5,-109
"1174","San Francisco","Buffalo",2012-10-07,-8,-110,-10,-102,44.5,45.5,-101
"1175","San Diego","New Orleans",2012-10-07,4,-110,3.5,-107,54,53,-102
"1176","New Orleans","San Diego",2012-10-07,-4,-110,-3.5,-101,54,53,-108
"1177","Houston","N.Y. Jets",2012-10-08,1,-110,-9.5,-104,41,40.5,102
"1178","N.Y. Jets","Houston",2012-10-08,-1,-110,9.5,-104,41,40.5,-113
"1179","Pittsburgh","Tennessee",2012-10-11,-4.5,-110,-5.5,-105,44,42.5,104
"1180","Tennessee","Pittsburgh",2012-10-11,4.5,-110,5.5,-103,44,42.5,-115
"1181","Cincinnati","Cleveland",2012-10-14,-3,105,-1,-110,44.5,42,-109
"1182","Cleveland","Cincinnati",2012-10-14,3,-125,1,102,44.5,42,-101
"1183","Detroit","Philadelphia",2012-10-14,4.5,-110,3.5,-103,48,47.5,-103
"1184","Philadelphia","Detroit",2012-10-14,-4.5,-110,-3.5,-105,48,47.5,-107
"1185","Los Angeles","Miami",2012-10-14,2.5,-120,5.5,-107,38,38,-102
"1186","Miami","Los Angeles",2012-10-14,-2.5,100,-5.5,-101,38,38,-108
"1187","Dallas","Baltimore",2012-10-14,4.5,-110,3,103,44.5,45.5,-106
"1188","Baltimore","Dallas",2012-10-14,-4.5,-110,-3,-111,44.5,45.5,-104
"1189","Oakland","Atlanta",2012-10-14,7.5,105,10,-106,48.5,49,-108
"1190","Atlanta","Oakland",2012-10-14,-7.5,-125,-10,-102,48.5,49,-102
"1191","Kansas City","Tampa Bay",2012-10-14,3,-105,5,-103,43,39.5,-108
"1192","Tampa Bay","Kansas City",2012-10-14,-3,-115,-5,-105,43,39.5,-102
"1193","Indianapolis","N.Y. Jets",2012-10-14,2,-115,3.5,-113,42,43.5,-107
"1194","N.Y. Jets","Indianapolis",2012-10-14,-2,-105,-3.5,104,42,43.5,-103
"1195","Buffalo","Arizona",2012-10-14,3.5,-105,5,100,43.5,44,-103
"1196","Arizona","Buffalo",2012-10-14,-3.5,-115,-5,-108,43.5,44,-107
"1197","New England","Seattle",2012-10-14,-3,-130,-3.5,-102,44,42.5,-105
"1198","Seattle","New England",2012-10-14,3,110,3.5,-106,44,42.5,-105
"1199","N.Y. Giants","San Francisco",2012-10-14,2.5,-105,7,104,45,46.5,-108
"1200","San Francisco","N.Y. Giants",2012-10-14,-2.5,-115,-7,-113,45,46.5,-102
"1201","Minnesota","Washington",2012-10-14,1.5,-110,-1.5,-104,45.5,44,-102
"1202","Washington","Minnesota",2012-10-14,-1.5,-110,1.5,-104,45.5,44,-108
"1203","Green Bay","Houston",2012-10-14,-1.5,-110,4,-104,48,46.5,-108
"1204","Houston","Green Bay",2012-10-14,1.5,-110,-4,-104,48,46.5,-102
"1205","Denver","San Diego",2012-10-15,3,-115,1,-105,50,47.5,-113
"1206","San Diego","Denver",2012-10-15,-3,-105,-1,-103,50,47.5,102
"1207","Seattle","San Francisco",2012-10-18,9,-110,7.5,-108,38.5,37.5,-102
"1208","San Francisco","Seattle",2012-10-18,-9,-110,-7.5,100,38.5,37.5,-108
"1209","Washington","N.Y. Giants",2012-10-21,7,-115,6.5,-102,48.5,51.5,-103
"1210","N.Y. Giants","Washington",2012-10-21,-7,-105,-6.5,-106,48.5,51.5,-107
"1211","Arizona","Minnesota",2012-10-21,4.5,-115,7,-114,40.5,38.5,-105
"1212","Minnesota","Arizona",2012-10-21,-4.5,-105,-7,105,40.5,38.5,-105
"1213","Dallas","Carolina",2012-10-21,-2.5,-110,-2.5,-114,45.5,45,-105
"1214","Carolina","Dallas",2012-10-21,2.5,-110,2.5,105,45.5,45,-105
"1215","New Orleans","Tampa Bay",2012-10-21,-3,-115,-1,-108,49,49.5,-107
"1216","Tampa Bay","New Orleans",2012-10-21,3,-105,1,100,49,49.5,-103
"1217","Green Bay","Los Angeles",2012-10-21,-6,100,-4,-107,44.5,45,-108
"1218","Los Angeles","Green Bay",2012-10-21,6,-120,4,-101,44.5,45,-102
"1219","Baltimore","Houston",2012-10-21,4,-110,6.5,-104,47,47,-102
"1220","Houston","Baltimore",2012-10-21,-4,-110,-6.5,-104,47,47,-108
"1221","Cleveland","Indianapolis",2012-10-21,3.5,-115,1,-101,44,46.5,-103
"1222","Indianapolis","Cleveland",2012-10-21,-3.5,-105,-1,-107,44,46.5,-107
"1223","Tennessee","Buffalo",2012-10-21,3,-120,4,-102,45,47,101
"1224","Buffalo","Tennessee",2012-10-21,-3,100,-4,-106,45,47,-111
"1225","N.Y. Jets","New England",2012-10-21,7.5,-110,11,102,47,47.5,-114
"1226","New England","N.Y. Jets",2012-10-21,-7.5,-110,-11,-110,47,47.5,103
"1227","Jacksonville","Oakland",2012-10-21,5,-110,6,-104,43,44.5,-107
"1228","Oakland","Jacksonville",2012-10-21,-5,-110,-6,-104,43,44.5,-103
"1229","Pittsburgh","Cincinnati",2012-10-21,0,-110,-1,-111,46,46.5,-114
"1230","Cincinnati","Pittsburgh",2012-10-21,0,-110,1,103,46,46.5,103
"1231","Detroit","Chicago",2012-10-22,2.5,-110,6.5,-104,47.5,45.5,109
"1232","Chicago","Detroit",2012-10-22,-2.5,-110,-6.5,-104,47.5,45.5,-120
"1233","Tampa Bay","Minnesota",2012-10-25,5.5,-110,5,-104,41.5,43,-105
"1234","Minnesota","Tampa Bay",2012-10-25,-5.5,-110,-5,-104,41.5,43,-105
"1235","Washington","Pittsburgh",2012-10-28,4,-110,4.5,-103,47.5,44.5,-105
"1236","Pittsburgh","Washington",2012-10-28,-4,-110,-4.5,-105,47.5,44.5,-105
"1237","Jacksonville","Green Bay",2012-10-28,12.5,-110,15,-102,45.5,45,-105
"1238","Green Bay","Jacksonville",2012-10-28,-12.5,-110,-15,-106,45.5,45,-105
"1239","Miami","N.Y. Jets",2012-10-28,3,-125,1,-104,40,38.5,-105
"1240","N.Y. Jets","Miami",2012-10-28,-3,105,-1,-104,40,38.5,-105
"1241","San Diego","Cleveland",2012-10-28,-2.5,-110,-2.5,-117,45,40.5,-107
"1242","Cleveland","San Diego",2012-10-28,2.5,-110,2.5,108,45,40.5,-103
"1243","Indianapolis","Tennessee",2012-10-28,2.5,-105,3.5,-113,46.5,46.5,-105
"1244","Tennessee","Indianapolis",2012-10-28,-2.5,-115,-3.5,104,46.5,46.5,-105
"1245","New England","Los Angeles",2012-10-28,-6,100,-7.5,111,46.5,46,-105
"1246","Los Angeles","New England",2012-10-28,6,-120,7.5,-120,46.5,46,-105
"1247","Atlanta","Philadelphia",2012-10-28,2.5,-110,1.5,116,47,43.5,-103
"1248","Philadelphia","Atlanta",2012-10-28,-2.5,-110,-1.5,-126,47,43.5,-107
"1249","Carolina","Chicago",2012-10-28,7.5,-110,7,-110,44,41.5,102
"1250","Chicago","Carolina",2012-10-28,-7.5,-110,-7,102,44,41.5,-113
"1251","Seattle","Detroit",2012-10-28,1.5,-110,3,-110,43.5,42.5,-107
"1252","Detroit","Seattle",2012-10-28,-1.5,-110,-3,102,43.5,42.5,-103
"1253","Oakland","Kansas City",2012-10-28,0,-110,1,102,42.5,41.5,-103
"1254","Kansas City","Oakland",2012-10-28,0,-110,-1,-110,42.5,41.5,-107
"1255","N.Y. Giants","Dallas",2012-10-28,2,-110,-1.5,-130,47.5,47.5,-104
"1256","Dallas","N.Y. Giants",2012-10-28,-2,-110,1.5,120,47.5,47.5,-106
"1257","New Orleans","Denver",2012-10-28,2,-110,6,-107,54.5,55,-102
"1258","Denver","New Orleans",2012-10-28,-2,-110,-6,-101,54.5,55,-108
"1259","San Francisco","Arizona",2012-10-29,-4,-110,-7,-103,37,37.5,102
"1260","Arizona","San Francisco",2012-10-29,4,-110,7,-105,37,37.5,-113
"1261","Kansas City","San Diego",2012-11-01,7.5,-105,7.5,-114,44,41,-105
"1262","San Diego","Kansas City",2012-11-01,-7.5,-115,-7.5,105,44,41,-105
"1263","Carolina","Washington",2012-11-04,3.5,-115,3,102,46,48,-110
"1264","Washington","Carolina",2012-11-04,-3.5,-105,-3,-110,46,48,100
"1265","Arizona","Green Bay",2012-11-04,10.5,-110,10.5,-106,44.5,43,-108
"1266","Green Bay","Arizona",2012-11-04,-10.5,-110,-10.5,-102,44.5,43,-102
"1267","Detroit","Jacksonville",2012-11-04,-4,-110,-6,-104,44,44,-106
"1268","Jacksonville","Detroit",2012-11-04,4,-110,6,-104,44,44,-104
"1269","Chicago","Tennessee",2012-11-04,-4.5,-105,-4.5,-105,43.5,44,-101
"1270","Tennessee","Chicago",2012-11-04,4.5,-115,4.5,-103,43.5,44,-109
"1271","Denver","Cincinnati",2012-11-04,-3.5,-105,-5,-105,47,47.5,100
"1272","Cincinnati","Denver",2012-11-04,3.5,-115,5,-103,47,47.5,-110
"1273","Baltimore","Cleveland",2012-11-04,-4,-105,-3.5,105,42.5,44,-106
"1274","Cleveland","Baltimore",2012-11-04,4,-115,3.5,-114,42.5,44,-104
"1275","Buffalo","Houston",2012-11-04,11,-110,11,-106,48,47.5,-105
"1276","Houston","Buffalo",2012-11-04,-11,-110,-11,-102,48,47.5,-105
"1277","Miami","Indianapolis",2012-11-04,-2.5,-110,-2.5,-108,43,44,-104
"1278","Indianapolis","Miami",2012-11-04,2.5,-110,2.5,100,43,44,-106
"1279","Minnesota","Seattle",2012-11-04,2.5,-105,4.5,-101,39.5,38,-103
"1280","Seattle","Minnesota",2012-11-04,-2.5,-115,-4.5,-107,39.5,38,-107
"1281","Tampa Bay","Oakland",2012-11-04,1.5,-110,1,-103,45.5,47,100
"1282","Oakland","Tampa Bay",2012-11-04,-1.5,-110,-1,-105,45.5,47,-110
"1283","Pittsburgh","N.Y. Giants",2012-11-04,5.5,-110,3.5,-108,46.5,48,-110
"1284","N.Y. Giants","Pittsburgh",2012-11-04,-5.5,-110,-3.5,100,46.5,48,100
"1285","Dallas","Atlanta",2012-11-04,3,-110,4,-115,47.5,47,-110
"1286","Atlanta","Dallas",2012-11-04,-3,-110,-4,106,47.5,47,100
"1287","Philadelphia","New Orleans",2012-11-05,1.5,-110,2.5,101,52.5,52,-103
"1288","New Orleans","Philadelphia",2012-11-05,-1.5,-110,-2.5,-109,52.5,52,-107
"1289","Indianapolis","Jacksonville",2012-11-08,NA,-110,-3,-107,42.5,43.5,-105
"1290","Jacksonville","Indianapolis",2012-11-08,NA,-110,3,-101,42.5,43.5,-105
"1291","Denver","Carolina",2012-11-11,-3,-115,-3.5,-101,48.5,46.5,-104
"1292","Carolina","Denver",2012-11-11,3,-105,3.5,-107,48.5,46.5,-106
"1293","San Diego","Tampa Bay",2012-11-11,2.5,-115,3,102,48,46.5,-102
"1294","Tampa Bay","San Diego",2012-11-11,-2.5,-105,-3,-110,48,46.5,-108
"1295","Tennessee","Miami",2012-11-11,4.5,-105,6.5,104,44,44,-104
"1296","Miami","Tennessee",2012-11-11,-4.5,-115,-6.5,-113,44,44,-106
"1297","Buffalo","New England",2012-11-11,9.5,-120,13.5,-106,51,54,-110
"1298","New England","Buffalo",2012-11-11,-9.5,100,-13.5,-102,51,54,100
"1299","Oakland","Baltimore",2012-11-11,6,-105,9.5,-130,46.5,48,-113
"1300","Baltimore","Oakland",2012-11-11,-6,-115,-9.5,120,46.5,48,102
"1301","N.Y. Giants","Cincinnati",2012-11-11,-6,100,-3.5,-104,48.5,47,102
"1302","Cincinnati","N.Y. Giants",2012-11-11,6,-120,3.5,-104,48.5,47,-113
"1303","Atlanta","New Orleans",2012-11-11,0,-110,-1,-115,53,54,-110
"1304","New Orleans","Atlanta",2012-11-11,0,-110,1,106,53,54,100
"1305","Detroit","Minnesota",2012-11-11,2.5,-105,-3,-114,47,46,-105
"1306","Minnesota","Detroit",2012-11-11,-2.5,-115,3,105,47,46,-105
"1307","N.Y. Jets","Seattle",2012-11-11,5.5,-110,5,100,38.5,38,-104
"1308","Seattle","N.Y. Jets",2012-11-11,-5.5,-110,-5,-108,38.5,38,-106
"1309","Dallas","Philadelphia",2012-11-11,2,-105,-1,-125,45.5,44,-102
"1310","Philadelphia","Dallas",2012-11-11,-2,-115,1,115,45.5,44,-108
"1311","Los Angeles","San Francisco",2012-11-11,11,-110,13.5,-105,38,38,-107
"1312","San Francisco","Los Angeles",2012-11-11,-11,-110,-13.5,-103,38,38,-103
"1313","Houston","Chicago",2012-11-11,0,-110,1,102,43,37,103
"1314","Chicago","Houston",2012-11-11,0,-110,-1,-110,43,37,-114
"1315","Kansas City","Pittsburgh",2012-11-12,11.5,-115,12.5,-110,43,39.5,-102
"1316","Pittsburgh","Kansas City",2012-11-12,-11.5,-105,-12.5,102,43,39.5,-108
"1317","Miami","Buffalo",2012-11-15,0,-110,1,116,45.5,46,-104
"1318","Buffalo","Miami",2012-11-15,0,-110,-1,-126,45.5,46,-106
"1319","Philadelphia","Washington",2012-11-18,1.5,-110,3.5,-110,46,46,-110
"1320","Washington","Philadelphia",2012-11-18,-1.5,-110,-3.5,102,46,46,100
"1321","Green Bay","Detroit",2012-11-18,-3.5,100,-3,-106,51,53.5,-108
"1322","Detroit","Green Bay",2012-11-18,3.5,-120,3,-102,51,53.5,-102
"1323","Arizona","Atlanta",2012-11-18,9.5,-115,9.5,-108,45.5,43,-106
"1324","Atlanta","Arizona",2012-11-18,-9.5,-105,-9.5,100,45.5,43,-104
"1325","Tampa Bay","Carolina",2012-11-18,1.5,-110,-1,-103,48,46,-105
"1326","Carolina","Tampa Bay",2012-11-18,-1.5,-110,1,-105,48,46,-105
"1327","Cleveland","Dallas",2012-11-18,7,-110,7,-104,44,43.5,-102
"1328","Dallas","Cleveland",2012-11-18,-7,-110,-7,-104,44,43.5,-108
"1329","N.Y. Jets","Los Angeles",2012-11-18,1,-110,3.5,-107,38,38,-104
"1330","Los Angeles","N.Y. Jets",2012-11-18,-1,-110,-3.5,-101,38,38,-106
"1331","Jacksonville","Houston",2012-11-18,16,-110,15,-106,42.5,40.5,-102
"1332","Houston","Jacksonville",2012-11-18,-16,-110,-15,-102,42.5,40.5,-108
"1333","Cincinnati","Kansas City",2012-11-18,-3,-115,-3,-110,44,41,-108
"1334","Kansas City","Cincinnati",2012-11-18,3,-105,3,102,44,41,-102
"1335","New Orleans","Oakland",2012-11-18,-3,-115,-6,104,54,56.5,-108
"1336","Oakland","New Orleans",2012-11-18,3,-105,6,-113,54,56.5,-102
"1337","Indianapolis","New England",2012-11-18,8,-110,10,-102,53,54.5,-103
"1338","New England","Indianapolis",2012-11-18,-8,-110,-10,-106,53,54.5,-107
"1339","San Diego","Denver",2012-11-18,6.5,-110,7.5,-108,50.5,47.5,-108
"1340","Denver","San Diego",2012-11-18,-6.5,-110,-7.5,100,50.5,47.5,-102
"1341","Baltimore","Pittsburgh",2012-11-18,4.5,-110,-3,-104,46,41,-101
"1342","Pittsburgh","Baltimore",2012-11-18,-4.5,-110,3,-104,46,41,-109
"1343","Chicago","San Francisco",2012-11-19,4.5,-110,3.5,100,36.5,34,-103
"1344","San Francisco","Chicago",2012-11-19,-4.5,-110,-3.5,-108,36.5,34,-107
"1345","Houston","Detroit",2012-11-22,-3,-115,-3.5,107,49,48.5,-113
"1346","Detroit","Houston",2012-11-22,3,-105,3.5,-116,49,48.5,102
"1347","Washington","Dallas",2012-11-22,6,-115,3.5,100,46,47,-101
"1348","Dallas","Washington",2012-11-22,-6,-105,-3.5,-108,46,47,-109
"1349","New England","N.Y. Jets",2012-11-22,-7,-105,-7,101,51,48,-109
"1350","N.Y. Jets","New England",2012-11-22,7,-115,7,-109,51,48,-101
"1351","Oakland","Cincinnati",2012-11-25,6,-120,9.5,-119,49,50.5,-101
"1352","Cincinnati","Oakland",2012-11-25,-6,100,-9.5,110,49,50.5,-109
"1353","Pittsburgh","Cleveland",2012-11-25,0,-110,-1,-108,33.5,33,105
"1354","Cleveland","Pittsburgh",2012-11-25,0,-110,1,100,33.5,33,-116
"1355","Buffalo","Indianapolis",2012-11-25,3.5,-115,2,101,52.5,51,-107
"1356","Indianapolis","Buffalo",2012-11-25,-3.5,-105,-2,-109,52.5,51,-103
"1357","Tennessee","Jacksonville",2012-11-25,-2.5,-110,-3.5,115,43.5,45,-113
"1358","Jacksonville","Tennessee",2012-11-25,2.5,-110,3.5,-125,43.5,45,102
"1359","Denver","Kansas City",2012-11-25,-7,-110,-10,106,44,41.5,102
"1360","Kansas City","Denver",2012-11-25,7,-110,10,-115,44,41.5,-113
"1361","Minnesota","Chicago",2012-11-25,6.5,-110,6.5,100,38,38.5,100
"1362","Chicago","Minnesota",2012-11-25,-6.5,-110,-6.5,-108,38,38.5,-110
"1363","Atlanta","Tampa Bay",2012-11-25,-1.5,-110,-1,-108,48.5,50.5,-103
"1364","Tampa Bay","Atlanta",2012-11-25,1.5,-110,1,100,48.5,50.5,-107
"1365","Seattle","Miami",2012-11-25,0,-110,-3,-122,37.5,37.5,102
"1366","Miami","Seattle",2012-11-25,0,-110,3,113,37.5,37.5,-113
"1367","Baltimore","San Diego",2012-11-25,1.5,-110,-1,-103,47,46.5,-104
"1368","San Diego","Baltimore",2012-11-25,-1.5,-110,1,-105,47,46.5,-106
"1369","San Francisco","New Orleans",2012-11-25,-2.5,-110,-1,-120,48.5,50,-106
"1370","New Orleans","San Francisco",2012-11-25,2.5,-110,1,111,48.5,50,-104
"1371","Los Angeles","Arizona",2012-11-25,1.5,-110,1,101,37.5,36,102
"1372","Arizona","Los Angeles",2012-11-25,-1.5,-110,-1,-109,37.5,36,-113
"1373","Green Bay","N.Y. Giants",2012-11-25,1.5,-110,1,117,49.5,50,-105
"1374","N.Y. Giants","Green Bay",2012-11-25,-1.5,-110,-1,-127,49.5,50,-105
"1375","Carolina","Philadelphia",2012-11-26,-2,-110,-3,-113,41,41.5,-105
"1376","Philadelphia","Carolina",2012-11-26,2,-110,3,104,41,41.5,-105
"1377","New Orleans","Atlanta",2012-11-29,3,-105,3.5,-106,55.5,54.5,-102
"1378","Atlanta","New Orleans",2012-11-29,-3,-115,-3.5,-102,55.5,54.5,-108
"1379","Seattle","Chicago",2012-12-02,3,-105,3,-101,38,36.5,-105
"1380","Chicago","Seattle",2012-12-02,-3,-115,-3,-107,38,36.5,-105
"1381","Minnesota","Green Bay",2012-12-02,9,-125,7,102,47,47,-104
"1382","Green Bay","Minnesota",2012-12-02,-9,105,-7,-110,47,47,-106
"1383","San Francisco","Los Angeles",2012-12-02,-6.5,-110,-7,-106,40,40.5,-104
"1384","Los Angeles","San Francisco",2012-12-02,6.5,-110,7,-102,40,40.5,-106
"1385","Arizona","N.Y. Jets",2012-12-02,3,-120,6,-104,38,37,104
"1386","N.Y. Jets","Arizona",2012-12-02,-3,100,-6,-104,38,37,-115
"1387","Carolina","Kansas City",2012-12-02,-3,-110,-5,-102,41.5,41,-106
"1388","Kansas City","Carolina",2012-12-02,3,-110,5,-106,41.5,41,-104
"1389","Indianapolis","Detroit",2012-12-02,3.5,-110,7,-102,51,51.5,100
"1390","Detroit","Indianapolis",2012-12-02,-3.5,-110,-7,-106,51,51.5,-110
"1391","Jacksonville","Buffalo",2012-12-02,7,-115,6,-102,45,41,-105
"1392","Buffalo","Jacksonville",2012-12-02,-7,-105,-6,-106,45,41,-105
"1393","New England","Miami",2012-12-02,-6.5,-115,-7,102,51,51,-103
"1394","Miami","New England",2012-12-02,6.5,-105,7,-110,51,51,-107
"1395","Houston","Tennessee",2012-12-02,-5.5,-110,-7,107,48,47.5,-104
"1396","Tennessee","Houston",2012-12-02,5.5,-110,7,-116,48,47.5,-106
"1397","Tampa Bay","Denver",2012-12-02,7,-115,9.5,-121,51.5,50,-105
"1398","Denver","Tampa Bay",2012-12-02,-7,-105,-9.5,112,51.5,50,-105
"1399","Pittsburgh","Baltimore",2012-12-02,9.5,-125,7,-114,34,36.5,-107
"1400","Baltimore","Pittsburgh",2012-12-02,-9.5,105,-7,105,34,36.5,-103
"1401","Cleveland","Oakland",2012-12-02,1.5,-110,-2.5,-111,39,39.5,-105
"1402","Oakland","Cleveland",2012-12-02,-1.5,-110,2.5,103,39,39.5,-105
"1403","Cincinnati","San Diego",2012-12-02,2,-110,1,-101,47.5,45,-108
"1404","San Diego","Cincinnati",2012-12-02,-2,-110,-1,-107,47.5,45,-102
"1405","Philadelphia","Dallas",2012-12-02,9,-110,10.5,100,43,44,-105
"1406","Dallas","Philadelphia",2012-12-02,-9,-110,-10.5,-108,43,44,-105
"1407","N.Y. Giants","Washington",2012-12-03,-2.5,-110,-2.5,-108,51,50,-107
"1408","Washington","N.Y. Giants",2012-12-03,2.5,-110,2.5,100,51,50,-103
"1409","Denver","Oakland",2012-12-06,-10.5,-110,-10,102,50.5,47,-105
"1410","Oakland","Denver",2012-12-06,10.5,-110,10,-110,50.5,47,-105
"1411","Baltimore","Washington",2012-12-09,0,-110,1,104,47,47.5,-113
"1412","Washington","Baltimore",2012-12-09,0,-110,-1,-113,47,47.5,102
"1413","Kansas City","Cleveland",2012-12-09,4.5,-110,7,-106,37.5,38,100
"1414","Cleveland","Kansas City",2012-12-09,-4.5,-110,-7,-102,37.5,38,-110
"1415","San Diego","Pittsburgh",2012-12-09,7,-120,7,102,43,37.5,102
"1416","Pittsburgh","San Diego",2012-12-09,-7,100,-7,-110,43,37.5,-113
"1417","Tennessee","Indianapolis",2012-12-09,3.5,-105,3.5,-104,49,47,-103
"1418","Indianapolis","Tennessee",2012-12-09,-3.5,-115,-3.5,-104,49,47,-107
"1419","N.Y. Jets","Jacksonville",2012-12-09,-2.5,-110,-3,-108,39.5,39.5,104
"1420","Jacksonville","N.Y. Jets",2012-12-09,2.5,-110,3,100,39.5,39.5,-115
"1421","Chicago","Minnesota",2012-12-09,-2,-110,-1,-120,40,40.5,-105
"1422","Minnesota","Chicago",2012-12-09,2,-110,1,111,40,40.5,-105
"1423","Atlanta","Carolina",2012-12-09,-3.5,-110,-3,-113,47.5,46.5,100
"1424","Carolina","Atlanta",2012-12-09,3.5,-110,3,104,47.5,46.5,-110
"1425","Philadelphia","Tampa Bay",2012-12-09,8,-110,8,-125,45.5,47.5,100
"1426","Tampa Bay","Philadelphia",2012-12-09,-8,-110,-8,115,45.5,47.5,-110
"1427","Los Angeles","Buffalo",2012-12-09,3,-110,3.5,102,42,42,-107
"1428","Buffalo","Los Angeles",2012-12-09,-3,-110,-3.5,-110,42,42,-103
"1429","Dallas","Cincinnati",2012-12-09,2,-110,3.5,-114,45.5,46,-104
"1430","Cincinnati","Dallas",2012-12-09,-2,-110,-3.5,105,45.5,46,-106
"1431","Miami","San Francisco",2012-12-09,10,-110,10.5,104,39,38.5,102
"1432","San Francisco","Miami",2012-12-09,-10,-110,-10.5,-113,39,38.5,-113
"1433","New Orleans","N.Y. Giants",2012-12-09,5,-110,4,-102,53,52.5,-107
"1434","N.Y. Giants","New Orleans",2012-12-09,-5,-110,-4,-106,53,52.5,-103
"1435","Arizona","Seattle",2012-12-09,10.5,-110,10.5,-106,35,36,-105
"1436","Seattle","Arizona",2012-12-09,-10.5,-110,-10.5,-102,35,36,-105
"1437","Detroit","Green Bay",2012-12-09,7,-115,6,-113,52,49.5,-111
"1438","Green Bay","Detroit",2012-12-09,-7,-105,-6,104,52,49.5,101
"1439","Houston","New England",2012-12-10,4,-110,5.5,-109,53,50.5,-103
"1440","New England","Houston",2012-12-10,-4,-110,-5.5,101,53,50.5,-107
"1441","Cincinnati","Philadelphia",2012-12-13,-3.5,-110,-4.5,-108,45.5,45,105
"1442","Philadelphia","Cincinnati",2012-12-13,3.5,-110,4.5,100,45.5,45,-116
"1443","Green Bay","Chicago",2012-12-16,-2.5,-110,-3,104,42,43,-109
"1444","Chicago","Green Bay",2012-12-16,2.5,-110,3,-113,42,43,-101
"1445","N.Y. Giants","Atlanta",2012-12-16,1,-110,1,-104,52,50,-109
"1446","Atlanta","N.Y. Giants",2012-12-16,-1,-110,-1,-104,52,50,-101
"1447","Tampa Bay","New Orleans",2012-12-16,4.5,-110,3.5,-104,54,54.5,-105
"1448","New Orleans","Tampa Bay",2012-12-16,-4.5,-110,-3.5,-104,54,54.5,-105
